pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P342	»Da, to je Marija!« so vzklikali ljudje.	Navdušena množica je Marijo takoj prepoznala.	N		annotator_C	E		annotator_B					neutral
P343	»Zelo ste prijazni,« se je nasmehnila Kyla.	Kyla jim je poklonila nasmeh in se glasno začudila njihovi prijaznosti.	N		annotator_C	E		annotator_B					neutral
P344	Umaknil je revolver, poravnal klobuk na glavi in iztegnil roko skoz razbito steklo.	V isti sapi je v žep pospravil pištolo in si naravnal klobuk, nato pa roko pomolil skozi to, kar je po strelu ostalo od okna.	N		annotator_C	E		annotator_B					neutral
P345	Za zavezanca po drugi alinei prvega odstavka, se šteje tudi rezident Republike Slovenije, ki prejema pokojnino iz tujine.	Prvi odstavek v drugi alineji kot zavezanca opredeljuje tudi prebivalca RS z virom penzije v tujini.	E		annotator_C	E		annotator_B				E	entailment
P346	Veje bodo nemoteno rasle do jeseni in pripravile popke za cvetje prihodnjo pomlad.	Veje in popki pozimi slabše uspevajo, ker je sorta prilagojena na vreme, ki je običajno za pomlad in poletje.	N		annotator_G	C		annotator_B					neutral
P347	Pokrito kuhamo od 20 do 25 minut, da se leča skuha in popije skoraj vso tekočino.	Zavremo in nato kuhamo 20 do 25 minut, da leča vsrka večino tekočine, občasno pomešamo in popazimo.	N		annotator_C	E		annotator_B					neutral
P348	Od 1. maja 2010 bo uprava Telekoma Slovenije v popolnoma novi sestavi	Po novem se z majem ne spreminja dosedanja zasedba vodstva v Telekomu.	C		annotator_F	C		annotator_B				C	contradiction
P349	»Takoj, ko boste lahko odšli, vas bomo obvestili.	Povedali vam bomo v trenutku, ko boste mogli oditi.	E		annotator_C	E		annotator_B				E	entailment
P350	Še posebej je pomembno učiteljevo odzivanje (ne gre samo za odgovore, ampak tudi za neverbalno vedenje), pri frontalno vodenem pogovoru pa tudi odziv vrstnikov.	Pomembna sta učiteljev zgled, kar pomeni, da naj učitelj postavlja učencem smiselna vprašanja, tudi govorico telesa naj ima primerno, pozoren pa mora biti na odnos do učencev.	E		annotator_G	E		annotator_B				E	entailment
P351	Odstop začne veljati šest mesecev po tem, ko je depozitar prejel listino o odstopu.	Odstop je veljaven takoj po vloženi resignaciji.	C		annotator_C	C		annotator_B				C	contradiction
P352	Ponedeljek, 12. april 21.00 Brata Khan in plesalka Maya s petjem plesom in igranjem na inštrumenta dholak in harmonium pričarajo glasbeno – plesno tradicijo Radžastana.	V ponedeljek, 12. aprila, ob 9. uri zvečer brata Khan in plesalka Maya predstavljajo plesno-glasbeni običaj Radžastana, s tem ko med plesom in petjem igrajo na inštrumenta dolak in harmonium.	E		annotator_C	N		annotator_B					entailment
P353	OČKA IN MAMICA STA SE ODLOČILA, DA BOSTA IMELA ŠE ENEGA OTROKA.	PO ZADJEM OTROKU STA MOJA STRAŠA REKLA, DA NOČETA ŠE VEČ OTROK.	C		annotator_G	C		annotator_B				C	contradiction
P354	biotska raznovrstnost – v splošnem je to raznolikost in pestrost med rastlinami, živalmi in mikroorganizmi, in med njihovimi ekosistemi.	Biodiverziteta ali biotska raznovrstnost je bogastvo celotne biosfere, ki se odraža v različnosti vrst vseh živih bitij in v raznovrstnosti naravnih sistemov.	E		annotator_G	E		annotator_B				E	entailment
P355	Jaz ne vidim več nikogar, zato razpravo zaključujem in prehajamo na odločanje.	Malo bomo še počakali, preden se zaključi razprava, saj vidim še enega gospoda.	C		annotator_C	C		annotator_B				C	contradiction
P356	Seveda je snov še vedno pomembna, toda čedalje manj.	Brez materialnih stvari sploh ne moremo več živeti.	C		annotator_G	N		annotator_B					contradiction
P357	Komaj sem se zadržala, da nisem planila v smeh.	Stežka sem se zadržala, da se nisem začela smejati.	E		annotator_C	E		annotator_B				E	entailment
P358	Napel je vse moči, da bi utišal lastne strahove.	Potrudil se je maksimalno, da bi ignoriral svoje bojazni.	E		annotator_C	E		annotator_B				E	entailment
P359	Zanimive so rože za suhe aranžmaje, s katerimi radi okrasimo dom pozimi.	Sobne rastline za suhe aranžmaje nam decembra lepšajo domove.	N		annotator_C	E		annotator_B					neutral
P360	(1) Pravna oseba oziroma organ, pri katerem se opravlja nadzor (v nadaljnjem besedilu: pravna oseba) mora zagotoviti pooblaščenemu delavcu pogoje, ki mu omogočajo nemoteno delo.	Delodajalec oziroma njegova odgovorna oseba mora inšpektorju zagotoviti nemoteno opravljanje inšpekcijskega nadzorstva.	E		annotator_E	E		annotator_B				E	entailment
P361	PROSTOR PRED HIŠO JE BIL OGRAJEN Z ŽIČNO OGRAJO, KI JE BILA NA MNOGIH KONCIH PRETRGANA, KAKŠEN LESEN STEBER PA JE BIL TUDI PREVRNJEN, IN TO ŽE VRSTO LET.	KO PA SI STOPIL NA VRT, TE JE NJEGOVA LEPOTA NARAVNOST PREVZELA, SAJ NOBENA PODROBNOST NI BILA NAKLJUČNA, VSE JE BILO POPOLNO UREJENO, BIL JE BALZAM ZA OČI.	C		annotator_G	C		annotator_B				C	contradiction
P362	Poljubil me je tako silovito, da sem izgubila ravnotežje.	Tako močno me je zgrabil za roki, da sem otrpnila.	C		annotator_C	C		annotator_B				C	contradiction
P363	V Ukrajini je bilo zaradi nesreče kontaminiranih 50.000 kvadratnih kilometrov, prizadetih pa je bilo več kot tri milijone Ukrajincev.	Nesreča izrednih razsežnosti na območju Černobila je poleg kontaminacije več deset tisoč km^2 prizadela tudi dobre 3 mio ukrajinskih državljanov.	N		annotator_C	N		annotator_B				N	neutral
P364	Nabrale so se mi solze, moja erekcija pa je počasi splahnela.	Oči so se mi začele solziti in moj penis polagoma ni bil več nabreknjen.	E		annotator_C	E		annotator_B				E	entailment
P365	Še enkrat: jaz ne morem in ne morem v krvavo.	Zaradi prevelike utrujenosti sem jim dal vedeti, da imam dovolj.	N		annotator_E	N		annotator_B				N	neutral
P366	Za volitve poslancev italijanske oziroma madžarske narodne skupnosti se na območjih, kjer ti skupnosti živita, oblikujeta posebni volilni enoti.	V Republiki Sloveniji sta priznani dve narodni manjšini, in sicer Italijanov in Madžarov, ki lahko volitva svoje poslance in imata celo pravico do uporabe svojega jezika.	N		annotator_E	N		annotator_B				N	neutral
P367	»Upam, da me bo pustil pri miru,« se je jezilo samo pri sebi.	Zaradi te izkušnje je bilo razkačeno kot še nikoli.	N		initial-examples	N		annotator_B				N	neutral
P368	Dodatne informacije o izletih lahko dobite v pisarni DOPPS, tel. (01) 426 58 75.	Za več podatkov o potovanjih pokličite pisarno Društva za opazovanje in proučevanje ptic Slovenije na tel. št. (01) 426 58 75.	E		annotator_C	E		annotator_B				E	entailment
P369	Predmet podaja znanja, ki omogočajo osnovno razumevanje delovanja in oblikovanja mehanizmov, s poudarkom na uporabi mehanizmov v industrijski praksi in vsakodnevnem življenju.	Glavni cilj predmeta je študente seznaniti z osnovo teorije delovanja mehanizmov in možnostmi praktične uporabe mehanizmov v industriji in vsakdanu.	N		annotator_C	E		annotator_B					neutral
P370	»Kje pa je Ann-Britt?« je vprašal Wallander.	Ann Britt je sedela doma in brala knjigo.	N		annotator_G	C		annotator_B					neutral
P371	Pogled se ji je stisnil, obraz se ji je stisnil.	Tudi pogledala me ni, ko je že pričakovala odgovor.	C		annotator_G	N		annotator_B					contradiction
P372	Ti pritiski se odražajo na način, ki naše rojake potiskajo na rob njihovega narodnostnega preživetja.	Zaradi tovrstnega privijanja se naši sonarodnjaki znajdejo na meji narodnostnega preživetja.	E		annotator_A	E		annotator_B				E	entailment
P373	Z razvojem človeške vrste se je spreminjal način življenja in s tem tudi aktivnosti, ki jih je moral človek uporabljati za svoj obstoj.	Na spreminjanje aktivnosti, od katerih je bilo odvisno človekovo preživetje, pa je v vedno večji meri vplival razvoj človeka.	N		annotator_C	E		annotator_B					neutral
P374	(1) Vsakdo, ki ima pravni interes v zvezi z odločbo carinskega organa, ima pravico do pritožbe.	Kar se tiče pritožb proti carinskim organom, vse o tem piše v listini Evropske unije o temeljnih pravicah.	N		annotator_G	N		annotator_B				N	neutral
P375	Verjetno se še nikdar ni zgodilo, da ga kdo ne bi upošteval.	Žal je bil zelo neodločen človek brez kakršnekoli avtoritete.	N		annotator_G	C		annotator_B					neutral
P376	Organizator prav tako ni odgovoren za prijave, ki so nepopolne ali niso bile prejete, ter za (ne)resničnost podatkov, ki jih posredujejo sodelujoči.	Poleg tega organizator prevzema odgovornost za pomanjkljive prijave ter morebitne napačne podatke, prejete s strani sodelujočih.	C		annotator_C	C		annotator_B				C	contradiction
P377	Naročnik zavrača očitane kršitve temeljnih načel in ugotavlja, da tudi napaka v pravnem pouku ni šla vlagatelju v škodo in mu tudi ni bilo onemogočeno pravno varstvo.	Stranka pravi, da so kršitve temeljnih načel, za katere ga obtožujejo, neresnične, s tem pa je opazil, da sledeča napaka ne vpliva negativno na vlagatelja, hkrati pa mu ostane še pravno varstvo.	E		annotator_G	E		annotator_B				E	entailment
P378	Še velikokrat sva se tesno objela in spet in spet mi je prišlo.	Objemala sva se še poldrugo uro in še mnogokrat sem doživel vrhunec.	N		annotator_C	E		annotator_B					neutral
P379	Pristojni organ imenuje delavskega direktorja z večino glasov prisotnih članov.	Položaj delavskega direktorja članom pripada po rojstvu.	C		annotator_A	C		annotator_B				C	contradiction
P380	Sam sem le na hitro pokukal, da bi videl, kaj se dogaja.	Ker sem želel ugotoviti, kaj je, sem samo na kratko pogledal.	E		annotator_C	E		annotator_B				E	entailment
P381	Jajce sem izbezal iz lupine in si kar celega zbasal v usta.	Prepeličje jajce sem najprej skrbno olupil, potem pa ga kar celega pogoltnil.	N		annotator_A	C		annotator_B					neutral
P382	»Uh,« sem rekel poklapano in odpil nekaj malega iz kozarca.	S skrušenim vzdihljajem je skrnil iz kozarca.	E		annotator_A	E		annotator_B				E	entailment
P383	Študentke in študenti opravijo v sklopu predmeta dve študijski obveznosti in sicer pisno seminarsko nalogo, ki je pogoj za opravljanje ustnega izpita.	Zahteve visokošolskega zavoda za pristop k ustnemu preverjanju znanja obsegajo tudi pisni referat.	E	Manjkajoča informacija (pisna seminarska naloga je ena obveznost; druga ni navedena).	annotator_C	N		annotator_B					entailment
P384	Ni bil moški, v katerega bi se smela zaljubiti.	Kljub prepovedi je med nama vzcvetela ljubezen.	N		annotator_A	N		annotator_B				N	neutral
P385	Novi nadzorni svet Telekoma Slovenije je imenoval Liborja Vončino za novega predsednika uprave Telekoma Slovenije.	Libor Vončina je postal novi predsednik slovenske Telekomove uprave, za ta naziv pa ga je predlagal nadzorni svet.	E		annotator_G	E		annotator_B				E	entailment
P386	To je bilo zadnje, kar si je kdaj želela.	Tekom življenja se želje spreminjajo.	N		annotator_F	N		annotator_B				N	neutral
P387	Otroke moramo vedno nadzorovati, kadar se igrajo v bližini vode in ko plavajo.	Za najboljšo varnost otrok je nujno, da jih med plavanjem in ob vodi nasploh vedno opazujejo odrasle osebe.	E		annotator_E	E		annotator_B				E	entailment
P388	Volilne enote se oblikujejo v skladu z načelom, da se en poslanec voli na približno enako število prebivalcev.	Od volilne enote, v kateri kandidira poslanec, je odvisno, koliko prebivalcev lahko voli zanj, saj so volilne enote zelo različne.	C		annotator_A	N		annotator_B					contradiction
P389	biotska raznovrstnost – v splošnem je to raznolikost in pestrost med rastlinami, živalmi in mikroorganizmi, in med njihovimi ekosistemi.	Biodiverziteta omogoča učinkovito izrabo bioloških virov, bodisi za hrano, farmacevtska sredstva ali turizem in razumevanje pomena ekosistemov.	N		annotator_G	C		annotator_B					neutral
P390	Tudi suhe trave, posušena cvetna stebla sibirskih perunik, kresnic, rudbekij, možine in homulic so v zimah brez snega odličen nadomestek zelenih rastlin.	Pozimi, kadar ni prehud mraz, lahko še vedno nabiramo in sušimo travniške rastline, nato pa jih v šopku nekomu podarimo.	N		annotator_G	N		annotator_B				N	neutral
P391	Ko sem odprl oči, nisem imel pojma, kje sem.	Takoj, ko sem spregledal, sem prepoznal okolico okrog sebe.	C		annotator_E	C		annotator_B				C	contradiction
P392	V okviru cikla Mladi virtuozi prireja Festival Ljubljana v Stanovski dvorani ljubljanskega gradu drevi ob 19.30 recital mladih glasbenikov.	Danes ob večernih urah se lahko ustavite na ljubljanskem gradu in se udeležite izjemnega koncerta, ki ga prirejajo nadobudni mladi slovenski glasbeniki.	N		annotator_A	N		annotator_B				N	neutral
P393	Od 1. januarja 2004 sta osnovni dejavnosti družbe trgovina in financiranje poslov z nafto, naftnimi derivati ter drugim blagom.	1. 1. 2004 se je podjetje, prej znano po pridelavi koruze, preusmerilo na trg naftnih derivatov; njeni glavni panogi sta namreč prodaja ter financiranje naftnih poslov.	N		annotator_C	N		annotator_B				N	neutral
P394	Klimatsko napravo izbiramo glede na moč, ki naj bi zadostovala za predvideno prostornino zraka, ki ga želimo ohladiti.	Klimatske in grelne naprave izbiramo na podlagi moči in števila prostorov, ki jih želimo hladiti.	N		annotator_C	E		annotator_B					neutral
P395	Sodišče prve stopnje je pravilno navedlo, da predlagateljica razlogov za spornost meje ni navedla.	Čeprav so bili jasno izpostavljeni razlogi za problematičnost razmejitve, je sodiče primer ovrglo.	C		annotator_A	N		annotator_B					contradiction
P396	Vso prvo polovico meseca boste čutili, da ima nekako vse nežen pridih, crkljanje boste pogrešali v vsakem trenutku.	Le prvi torek v mesecu boste v objemu nežne sapice želeli, da se stisnete nekomu v objem.	C		annotator_C	C		annotator_B				C	contradiction
P397	Pokleknila sem ob njej, ji odmaknila dlan z obraza in si jo pritisnila k ustnicam.	Ko sem stala nasproti nje, sem se sklonila in ji poljubila dlan, ki jo je imela v naročju.	C		annotator_F	C		annotator_B				C	contradiction
P398	(2) Pred sodiščem Republike Slovenije se sme po pravu Republike Slovenije dokazovati smrt tujega državljana, ki je umrl na ozemlju Republike Slovenije.	(2) Kazensko pravo Republike Slovenije določa tudi postopke za primer, ko tujec premine na ozemlju RS.	N		annotator_C	E		annotator_B					neutral
P399	Več o udeležbi lahko preberete na spletni strani Športne zveze Univerze v Ljubljani www.unisport.si .	Dodatne podatke o udeležbi lahko dobite izključno s klicem na recepcijo športne dvorane Univerze v Ljubljani.	C		annotator_C	C		annotator_B				C	contradiction
P400	Davcni zavezanec mora napoved za odmero akontacije dohodnine od drugih dohodkov (105. clen ZDoh-2) vloziti na obrazcu pri pristojnem davcnem organu (osebno ali po pošti).	Napoved, ki jo mora davčni zavezanec vložiti, se lahko vloži tudi preko portala eDavki, če ima davčni zavezanec digitalno potrdilo (SIGEN-CA, POŠTA®CA, HALCOM CA, AC NLB).	N		annotator_G	C		annotator_B					neutral
P401	Sedemkratni svetovni prvak formule 1 Michael Schumacher je prepričan, da bo naslov svetovnega prvaka v letošnji sezoni pripadel Sebastianu Vettlu. več	Po besedah najboljšega nemškega dirkača formule ena bo v tokratni sezoni na vrhu slavil njegov rojak Vettel.	E		annotator_C	N		annotator_B					entailment
P402	Kendra Wilkinson, ki z možem Hankom pričakuje prvega otroka, ima o nosečnosti mešane občutke.	Kendra Wilkinson je skupaj s Hankom zanosila, ob prvi nosečnosti pa ima raznolika občutenja.	E		annotator_F	E		annotator_B				E	entailment
P403	Vsebina zahtevka predlagatelja postopka je odvisna od vprašanja, kaj je predmet sodne revizije.	Stvar sodnega pregleda nima pomembnega vpliva na kasnejše predlagane postopke.	C		annotator_C	C		annotator_B				C	contradiction
P404	Podgana se najbolje ujemajo z zmajem in opico, najslabše pa s konjem.	Ujemanje podgan z zmajem ter opico je največje, s konjem pa se ne razumejo dobro.	E		annotator_C	E		annotator_B				E	entailment
P405	»Upam, da me bo pustil pri miru,« se je jezilo samo pri sebi.	Zaradi žalosti si ni želelo nobenih stikov z drugimi.	N		annotator_C	E		annotator_B					neutral
P406	Poljubil me je tako silovito, da sem izgubila ravnotežje.	Ker me je nenadoma sunkovito zgrabil in me poljubil, me je to tako presenetilo, da sem se onesvestila.	N		annotator_C	C		annotator_B					neutral
P407	Zacasno prebivalisce je vsako drugo prebivalisce, kjer se posameznik zacasno zadrzuje zaradi dela, solanja ali drugih razlogov.	Začasno prebivališče je vsako prebivališče, v katerem posameznik biva vsak dan v tednu, razen ko zaradi dela migrira v drug kraj.	C		annotator_A	N		annotator_B					contradiction
P408	Zaostanek treh golov se je pred koncem prvega dela hitro stopil, ko je trikrat zapored prodrl skozi tekmečevo obrambo.	Dretje navijačev ga je motiviralo, da je na koncu prvega dela prodrl skozi obrambo nasprotnika in dohitel razliko za 3 gole.	N		annotator_E	N		annotator_B				N	neutral
P409	Odstop začne veljati šest mesecev po tem, ko je depozitar prejel listino o odstopu.	Umik prične veljati po izteku šestmesečnega obdobja, ki se začne, ko vlada ene države prejme zahtevo po umiku druge države.	N		annotator_C	E		annotator_B					neutral
P410	Mak sejemo na stalno mesto, saj ne mara presajanja.	Lokacije maka ne smemo spreminjati, saj se slabo odziva na presaditve.	E		annotator_A	E		annotator_B				E	entailment
P411	Organizator prav tako ni odgovoren za prijave, ki so nepopolne ali niso bile prejete, ter za (ne)resničnost podatkov, ki jih posredujejo sodelujoči.	Nepopolno izpolnjene ali nevročene prijave in netočni podatki udeležencev tudi niso odgovornost prireditelja.	E		annotator_C	E		annotator_B				E	entailment
P412	Kaj se je zgodilo?« sem ga vprašal, ko smo prišli k njemu.	Ob prihodu na njegovo lokacijo sem se pri njem pozanimal o preteklih dogodkih.	E	Manjkajoče navednice na levi.	annotator_C	E		annotator_B				E	entailment
P413	Poleg osnovne teme je v njej obravnaval tudi astronomijo, akustiko, sončne ure in vodna kolesa.	Ob ustvarjanju naj bi mu na misel prišla tudi vključitev tematik vesolja, uporabnosti Sonca in vode ter akustika.	N		annotator_F	N		annotator_B				N	neutral
P414	Ampak kot sem rekel, mislim, da smo ekipa, ki živi najbolj športno v slovenski ligi.«	“Po moji predhodni omembi naša ekipa najbolj od vseh v slovenskem nogometu živi po načelih športnega duha.“	N		annotator_C	E		annotator_B					neutral
P415	Sedem celinskih plošč tvori skupaj z oceanskimi ploščami zemeljsko *skorjo.	Učili so me, da je Zemlja okrogla, sam pa pravim, da ni.	N		annotator_H	N		annotator_B				N	neutral
P416	»Pomembno je bilo, da sem govorila z njima.	Čeprav bi ji to pomenilo zelo veliko, ni bilo niti toliko časa, da bi si izmenjali osnovne informacije.	C		annotator_A	N		annotator_B					contradiction
P417	Sestavine za testo zmešamo v krhko testo in ga damo za 1 uro v hladilnik.	Naše rahlo listnato testo se mora minimalno eno uro hladiti.	N		annotator_C	C		annotator_B					neutral
P418	Pogledala je Liz in razumela sočutje, ki se ji je pokazalo v očeh.	Žalostno je pogledala prijateljico Liz in takoj razumela, zakaj kaže znake sočutja.	N		annotator_C	E		annotator_B					neutral
P419	Ko je strmela tja, je opazila znano postavo, ki je prišla iz sobe in izginila v temo.	Zagledala se je v prihajajočega neznanca, ki ga je v soju notranje luči videla nadvse natančno.	C		annotator_F	C		annotator_B				C	contradiction
P420	Okrog vitkega pasu ji je ležal težek usnjen pas z veliko srebrno zaponko.	Prepasnica iz usnja, ki je imela vpadljivo zaponko, narejeno iz srebrnine, je kitila njeno vitko telo.	N		annotator_C	E		annotator_B					neutral
P421	BOLEZEN TRAJA VEČ TEDNOV IN SE KONČA S POGINOM POVSEM IZČRPANE ŽIVALI.	KADAR ŽIVAL ZBOLI, JE VEČ MOŽNOSTI, KAKO SE BO TA BOLEZEN KONČALA.	N		annotator_G	C		annotator_B					neutral
P422	Ministrstvo odloca o vlogi za vpis v register z odlocbo v upravnem postopku.	O predlogu za vpis v evidenco v upravnem postopku odloča upravna enota.	C		annotator_C	C		annotator_B				C	contradiction
P423	Sam pri sebi se je zahihital, pogledal v ogledalo in si poravnal kravato.	Pritajeno se je zahahljal, nato pa si v odsevu ogledala uredil kravato.	E		annotator_A	E		annotator_B				E	entailment
P424	V VSAKO PRAZNO POLJE PRILEPI NALEPKO, KI IMA TOLIKO PIK, KOLIKOR VIDIŠ PREDMETOV.	V POLJA, KI SO ŠE PRAZNA, POSTAVI PREDMETE TAKO, DA UPOŠTEVAŠ ŠTEVILO PIK OB POLJU.	C		annotator_A	N		annotator_B					contradiction
P425	Poletje Sadike presadimo, jih večkrat pognojimo in v sušnem obdobju dobro zalivamo.	Sadike se ob poletjih na novo zasadi, dodamo precej gnojila, v primeru suše pa jih tudi pošteno zalijemo.	E		annotator_C	E		annotator_B				E	entailment
P426	To sem storil samo zato, da se ognemo policiji.	To sem napravil, da se izognemo gneči na cesti, pa tudi policijski kontroli.	C		annotator_C	N		annotator_B					contradiction
P427	»KO PRIDETA DOMOV, BOM ŽE SPAL, ČE BO PO MOJE.«	Starša gresta danes na večerjo, zato bom sam doma.	N		annotator_G	N		annotator_B				N	neutral
P428	Oklepala se ga je in se tako tresla, da se je zbal, da je zbolela.	On se je je tako močno oprijel, ob tem pa se še tresel, da je njena mirnost popustila.	C		annotator_A	C		annotator_B				C	contradiction
P429	Delovna mesta, na katerih poteka delo v skladu s prejšnjim odstavkom, se določijo v aktu o sistemizaciji delovnih mest.	V odstavku prej so opisana značilna dela za delovna mesta, ki so določena z aktom za postavljanje delovnih mest v sistem.	E		annotator_F	E		annotator_B				E	entailment
P430	Raje se ukvarjate s spomini na preteklost kot z izzivi sedanjosti in negotovostjo prihodnosti.	Ne mislite več na preteklost, raje bodite tu in zdaj, z mislimi na ta trenutek in na čase, ki še pridejo.	C		annotator_D	N		annotator_B					contradiction
P431	Ni bil moški, v katerega bi se smela zaljubiti.	Do njega pod nobenim pogojem ne bi smela gojiti čustev.	E		annotator_A	E		annotator_B				E	entailment
P432	Za dobro napisan komentar, obvestilo prijatelju ali vgnezdenje HDD WD 2.5, 500GB, SATA3Gb/s (WD5000BEKT) lahko prejmete tudi manjše dobroimetje , ki bo pocenilo vaše bodoče nakupe.	Če boste napisali izvirno pripombo, sporočilo prijatelju ali vgnezdili HDD WD 2.5, 500GB, SATA3Gb/s (WD5000BEKT), ste lahko nagrajeni tudi s skromnejšim dobroimetjem, s čimer vas bodo vaše nadaljnje nabave manj stale.	E		annotator_D	E		annotator_B				E	entailment
P433	Navadno so jih izdelovali v črni, rdeči in rjavi barvi.	Običajno so bili roza ali vijolične barve.	C		annotator_C	C		annotator_B				C	contradiction
P434	Med prihodki se je najbolj povečal delež tekočih davkov na dohodek in premoženje, najbolj pa znižal delež davkov na proizvodnjo in uvoz.	V lanskem letu je FURS zabeležil največje povečanje prihodkov iz naslova dohodnin in davka na premoženje, največji padec pa pri davku na proizvodnjo in uvoz.	N		annotator_C	E		annotator_B					neutral
P435	Funkcijo člana uprave za finance, računovodstvo in informatiko je opravljal tudi v okviru prejšnje uprave.	Šele z menjavo uprave je prišel na položaj člana uprave za finance, računovodstvo in informatiko.	C		annotator_C	C		annotator_B				C	contradiction
P436	Sam pri sebi se je zahihital, pogledal v ogledalo in si poravnal kravato.	Njegov smeh je odmeval po prostoru, ko si je s pomočjo zrcala popravil metuljčka.	C		annotator_A	C		annotator_B				C	contradiction
P437	Preiskava je še v teku, tako da več informacij ni na voljo.	Zadeva ima občutljive podatke, ki bodo na voljo pod določenimi pogoji.	N		annotator_F	N		annotator_B				N	neutral
P438	Plače zaposlenih, za katere ne veljajo kolektivne pogodbe ne smejo naraščati hitreje od plač, zaposlenih po kolektivni pogodbi pri delodajalcu.	Zaposleni, ki so podpisali kolektivno pogodbo, imajo zagotovoljeno hitrejše višanje plač od delavcev brez kolektivne pogodbe.	E		annotator_A	E		annotator_B				E	entailment
P439	»Laci, ti imaš imenitno mamo,« je vzdihnil Uroš.	Laci že dolgo poznam, pred kratkim pa sem spoznal tudi njeno mamo.	N		annotator_G	N		annotator_B				N	neutral
P440	Študijski program je ovrednoten s kreditnimi točkami po evropskem kreditnem sistemu ECTS, kar daje študiju dodatno mednarodno primerljivost in usklajenost s podobnimi programi v svetu.	Študij lahko primerjamo z drugimi sorodnimi študijskimi programi, saj temelji na sistemu pridobivanja KT po evropskem ECTS kreditnem sistemu.	E		annotator_D	E		annotator_B				E	entailment
P441	»Upam, da me bo pustil pri miru,« se je jezilo samo pri sebi.	Radostilo se je ponovnega srečanja z njim.	C		initial-examples	C		annotator_B				C	contradiction
P442	Vsaka kultura oblikuje v skupnosti določene navade ter pravila; skupek razmeroma trajnih pravil imenujemo norme.	Vsaka kultura oblikuje določene tradicije, šege in navade ter pravila življenja v skupnosti, čemur pravimo tudi norme.	N		annotator_C	E		annotator_B					neutral
P443	Če gremo v astralni svet, je izrazito drugačen tudi občutek za prostor.	V svetu duševnosti na čas in prostor gledamo na povsem nov način.	N		annotator_C	E		annotator_B					neutral
P444	Ekologija te vrste je slabo poznana, vendar se ne razlikuje mnogo od drugih vrst iz rodu Saprinus .	Čeprav je zelo malo znanega o tej vrsti, pa lahko z gotovostjo trdimo, da ni podobna nobeni drugi živalski vrsti.	C		annotator_A	N		annotator_B					contradiction
P445	“Prejšnji teden so mi to ponavljali vsaj stokrat na dan,“ je odgovoril.	“Zadnjih 7 dni sem to poslušal brez prestanka,“ je pojasnil.	N		annotator_C	E		annotator_B					neutral
P446	V primeru, da imate aktivirano dodatno storitev preusmeritve klicev na 090, lahko sami poljubno izvajate preusmeritev klicev 090 na dogovorjene ponorne točke.	Če želite preusmeriti 090 klice na dogovorjene ponorne točke, se obrnite na operaterja, da bo to storil on.	C		annotator_E	C		annotator_B				C	contradiction
P447	»To je bil samo izgovor, da bi se me znebila.	“Omenjeno dejanje je bil le razlog, da me ohraniš blizu sebe.“	C		annotator_C	C		annotator_B				C	contradiction
P448	Plače zaposlenih, za katere ne veljajo kolektivne pogodbe ne smejo naraščati hitreje od plač, zaposlenih po kolektivni pogodbi pri delodajalcu.	V primeru odločitve za podpis kolektivne pogodbe se zaposleni odpove pravici do hitrejšega višanja plače v primerjavi z nepodpisniki.	C		annotator_A	C		annotator_B				C	contradiction
P449	Naloge, ki jih ima po tem zakonu občinska skupščina oziroma njen predsednik, opravlja po izvolitvi občinskega sveta in župana občinski svet oziroma župan.	Zakon določa, da morata občinski svet in župan po dobljenih volitvah opravljati določene naloge, ki so jih prej opravljali člani občinske skupščine in njen predstavnik.	E		annotator_G	E		annotator_B				E	entailment
P450	Kot je znano, avtom starim do treh let - teh je približno 150.000 - ni treba na tehnični pregled in s tem tudi ne na merjenje izpustov izpušnih plinov.	V voznem parku Slovencev je namreč okoli 150.000 avtomobilov, ki so mlajši od treh let in jim ni potrebno vsako leto opravljati tehničnega pregleda, katerega sestavni del je po novem tudi meritev izpustov plinov.	N		annotator_C	E		annotator_B					neutral
P451	Ni se pokrival z dišečo prešito odejo tako kot vi.	Ker ga v primerjavi z vami ponoči nikoli ni zeblo, se nikoli ni pokril z odejo.	N		annotator_E	N		annotator_B				N	neutral
P452	Predmet podaja znanja, ki omogočajo osnovno razumevanje delovanja in oblikovanja mehanizmov, s poudarkom na uporabi mehanizmov v industrijski praksi in vsakodnevnem življenju.	Pri predmetu se seznanimo z zgradbo in delovanjem mehanizmov, predvsem teh za industrijsko prakso, pa tudi za vsakdanjo rabo.	E		annotator_C	E		annotator_B				E	entailment
P453	“BI MI VERJELA, ČE BI TI REKEL, DA SO POLDETA ZARADI MENE UBILI ...“	“BI MISLILA, DA LAŽEM, ČE BI TI REKEL, DA JE ZA POLDETOVO SMRT KRIV NJEGOV OČE?“	N		annotator_D	C		annotator_B					neutral
P454	Medtem ko odrasla pižmovka tehta do dva kilograma, tehta odrasla samica nutrije tudi deset kilogramov.	Tako pižmovke kot tudi nutrije so vezane na vodne habitate, ki jih zelo težko zapustijo.	N		annotator_G	N		annotator_B				N	neutral
P455	Pri samici je zgornja stran kril temnorjava s kovinskim vijoličastim leskom.	Odrasla samica ima zgoraj skoraj črna krila, opazimo tudi, kako se ta kovinsko lesketajo v vijoličasti barvi.	N		annotator_C	E		annotator_B					neutral
